given_name,surname,gender,birthdate,country_of_birth,current_country,phone_number,postcode,national_insurance_number,bank_account_number,cc_status,weight,height,blood_group,avg_n_drinks_per_week,avg_n_cigret_per_week,education_level,n_countries_visited
Janice,Lowe,F,1961-12-18,Jersey,United Kingdom,(07700) 900306,KY18 7AT,ZZ 90 19 21 T,052841880,0,66.0,1.56,O+,8.3,275.3,bachelor,27
Andrea,Bentley,F,1964-10-29,Nigeria,United Kingdom,(07700)900966,M36 2RJ,ZZ 94 33 77 T,039938745,0,35.1,1.98,A+,4.0,183.8,masters,37
Joel,Flynn,M,1971-05-03,Nauru,United Kingdom,(07700) 900 776,M58 1YY,ZZ 124614 T,089845150,0,35.2,1.88,A+,0.8,330.4,secondary,28
Simon,Moore,M,1981-04-22,Bulgaria,United Kingdom,(07700)900566,BH13 1WX,ZZ 70 07 14 T,046751834,0,98.8,1.46,O+,4.9,25.7,secondary,25
Amy,Morris,F,1957-10-04,United States of America,United Kingdom,(07700) 900750,GY5 3RX,ZZ 877049 T,114758293,0,84.2,1.48,A-,5.4,90.8,secondary,14
Rachael,Harding,F,1988-10-20,Ethiopia,United Kingdom,07700 900 166,N64 4WA,ZZ 04 12 22 T,065588651,0,43.3,1.73,A+,0.5,19.7,secondary,22
Ruth,Smith,F,1998-02-21,South Georgia and the South Sandwich Islands,United Kingdom,(07700) 900191,B42 5EB,ZZ240296T,053518303,0,49.9,1.46,O+,2.2,188.6,primary,14
Christine,Brown,F,1962-09-29,India,United Kingdom,+447700 900877,BH77 9HW,ZZ 666404 T,101580461,0,78.0,1.92,O+,1.6,233.7,phD,37
Samantha,Kelly,F,1974-02-23,Kuwait,United Kingdom,+447700 900 964,W5T 5DA,ZZ120874T,052240999,0,67.4,1.94,B+,6.7,212.3,bachelor,31
Shaun,Patel,M,1993-02-11,Chad,United Kingdom,+447700900121,S5H 7JB,ZZ008513T,028866653,0,73.9,1.93,O+,7.1,485.0,secondary,11
Jamie,Brown,M,1983-12-12,Pitcairn Islands,United Kingdom,(07700)900237,LA6 9JH,ZZ913183T,061705027,0,49.9,1.74,A+,2.7,138.1,bachelor,7
Jade,Austin,F,1961-01-25,Zimbabwe,United Kingdom,(07700) 900 649,S49 8HH,ZZ 57 61 21 T,020805188,0,82.7,1.62,B+,1.3,53.4,secondary,33
Charlie,Howell,M,1997-09-06,India,United Kingdom,07700 900296,ZE24 8DG,ZZ 110078 T,074867402,0,37.1,1.5,A+,6.9,32.6,bachelor,21
Benjamin,Hale,M,1956-11-24,Germany,United Kingdom,(07700) 900275,PA4B 4PU,ZZ 073260 T,074303571,1,67.8,1.58,A+,3.1,306.2,secondary,29
Liam,Johnson,M,1977-03-15,Saint Kitts and Nevis,United Kingdom,(07700) 900765,LS9 9BA,ZZ916852T,042215921,0,61.9,1.61,A+,5.3,194.8,other,32
Harry,Watson,M,1988-01-01,United Arab Emirates,United Kingdom,+44(0)7700 900732,HX93 4TP,ZZ 14 72 93 T,097861728,0,78.2,1.95,O+,8.3,342.1,other,22
Kimberley,Day,F,1961-06-17,Peru,United Kingdom,+44(0)7700900221,NW2B 1PW,ZZ 815666 T,112357230,0,38.2,1.41,B+,6.6,431.6,primary,47
Sian,Smart,F,1987-10-25,Sudan,United Kingdom,+447700900168,L5 6JS,ZZ752085T,064454139,0,76.8,1.68,O+,2.1,146.1,secondary,50
Richard,Murphy,M,1996-08-28,Algeria,United Kingdom,07700 900 161,HP5 8QY,ZZ 054322 T,018686898,0,65.0,1.42,A+,9.3,372.3,secondary,12
Douglas,Barton,M,1964-12-18,Liberia,United Kingdom,07700 900210,E08 9WR,ZZ880921T,043648322,0,55.3,1.53,A+,8.1,310.3,bachelor,46
Lorraine,Stevenson,F,2001-05-25,New Zealand,United Kingdom,+44(0)7700 900625,N47 4ZP,ZZ 375932 T,060071736,0,97.5,1.54,A+,9.2,132.2,other,13
Joe,Baker,M,1962-04-21,Heard Island and McDonald Islands,United Kingdom,+447700 900 716,B6B 7FW,ZZ 19 82 59 T,040927075,0,87.8,1.46,O+,1.6,35.8,bachelor,6
Craig,Marshall,M,1963-02-04,Oman,United Kingdom,(07700) 900122,N7J 9RU,ZZ823250T,102652547,0,96.0,1.95,O+,5.0,325.2,other,50
Steven,Townsend,M,1993-08-30,Saudi Arabia,United Kingdom,+44(0)7700 900895,UB74 7QX,ZZ 889964 T,018696972,1,87.2,1.45,O+,6.6,452.9,secondary,26
Clare,Faulkner,F,1980-10-13,Bolivia,United Kingdom,07700 900 213,LN6X 8XA,ZZ 93 73 09 T,090201039,0,69.2,1.55,A+,2.9,22.8,bachelor,42
Judith,Connor,F,1985-09-07,Australia,United Kingdom,(07700) 900942,L29 0UQ,ZZ451683T,112791171,0,73.1,1.69,O+,3.5,18.3,phD,34
Jeremy,Smith,M,1983-03-28,Macao,United Kingdom,+447700 900267,S73 1QX,ZZ 86 53 48 T,030085228,0,60.9,1.69,A+,5.2,446.2,bachelor,20
Tracey,Myers,F,1979-08-03,Antigua and Barbuda,United Kingdom,+44(0)7700 900406,ZE5V 0XP,ZZ 04 01 82 T,047366082,0,73.6,1.71,A+,5.9,199.1,bachelor,8
Kate,Knight,F,1962-11-26,Ecuador,United Kingdom,+44(0)7700 900645,L44 8TW,ZZ 542819 T,099165464,0,89.0,1.52,O-,5.8,37.8,secondary,49
Hilary,Jones,F,1977-06-16,Anguilla,United Kingdom,(07700)900745,S5H 5DQ,ZZ 259174 T,113418149,0,94.5,1.62,O+,1.5,348.6,secondary,22
Damien,Patel,M,1957-02-07,San Marino,United Kingdom,+447700 900 972,M6 7YR,ZZ 34 03 70 T,018735493,1,43.0,1.52,A-,1.3,467.7,other,23
Scott,James,M,1963-06-28,Niger,United Kingdom,07700 900098,N1J 8TZ,ZZ 48 32 07 T,023695764,0,89.6,1.87,A-,4.8,329.7,secondary,15
Glen,Taylor,M,1981-05-25,United Arab Emirates,United Kingdom,07700 900538,B6G 9WG,ZZ 593867 T,077326063,0,99.6,1.69,A+,9.4,153.0,primary,5
Antony,Wright,M,1992-04-27,Cocos (Keeling) Islands,United Kingdom,(07700) 900 514,BT40 6BW,ZZ659083T,094277438,0,58.9,1.95,O+,3.2,493.1,bachelor,3
Derek,Whitehead,M,1956-03-08,Philippines,United Kingdom,(07700) 900 374,L7A 2BH,ZZ157985T,104472408,0,54.2,1.96,O+,5.8,182.9,other,23
Amanda,Morgan,F,1974-07-20,Swaziland,United Kingdom,+44(0)7700900957,OX9W 5RW,ZZ868644T,114291051,0,76.8,1.58,O+,5.9,194.2,secondary,7
Georgia,Evans,F,1990-08-11,Saint Barthelemy,United Kingdom,+447700 900327,BB2 5RB,ZZ416294T,118159717,0,62.5,1.95,A+,4.9,321.2,bachelor,45
Bethan,Harding,F,2002-09-10,Bangladesh,United Kingdom,+447700900652,W0W 5YE,ZZ 00 05 58 T,113827785,0,78.0,1.61,A+,3.5,204.1,masters,36
Joanna,Morrison,F,1990-06-03,South Africa,United Kingdom,+447700 900496,LL0R 8XT,ZZ 821646 T,022293484,0,88.0,1.98,O-,3.2,196.2,bachelor,35
Craig,Phillips,M,1961-11-30,Haiti,United Kingdom,+44(0)7700 900 485,M6W 1EB,ZZ 842482 T,125592710,0,76.1,1.76,A+,1.7,156.6,other,6
Rachel,Lewis,F,1996-10-16,Dominican Republic,United Kingdom,07700 900866,TD6 9SX,ZZ 609390 T,064579085,0,63.3,1.91,O+,1.3,405.9,secondary,18
Alan,Clarke,M,1983-09-16,Mali,United Kingdom,(07700) 900 564,N6A 8NT,ZZ 373050 T,113695218,0,85.7,1.93,AB+,1.2,198.4,primary,33
Margaret,Shaw,F,1982-08-29,Norway,United Kingdom,(07700)900856,M99 5SN,ZZ 99 42 93 T,123588991,0,60.3,1.86,AB-,0.0,414.0,secondary,38
Glenn,Harris,M,1981-07-04,South Georgia and the South Sandwich Islands,United Kingdom,+447700 900301,N6H 9SQ,ZZ 98 30 42 T,030697933,0,87.6,1.86,O+,7.6,47.9,phD,20
Adrian,Elliott,M,1959-07-17,Guernsey,United Kingdom,(07700) 900841,RH0W 0XJ,ZZ 84 38 10 T,071853244,0,57.5,1.83,O+,8.5,496.8,masters,9
Sarah,King,F,1978-01-25,Saint Pierre and Miquelon,United Kingdom,07700 900 110,L3E 7DZ,ZZ936943T,093437978,0,71.6,1.6,A+,1.7,28.8,masters,38
Charlene,Gordon,F,1990-03-18,Bhutan,United Kingdom,(07700) 900289,DD9 7LZ,ZZ 17 87 02 T,075060017,0,45.9,1.84,O+,1.1,452.6,other,32
Clifford,Robinson,M,1981-02-01,Trinidad and Tobago,United Kingdom,07700900296,E8 0GD,ZZ 076409 T,102028184,0,41.3,1.88,AB+,0.1,239.7,secondary,22
Chelsea,White,F,2001-05-08,Fiji,United Kingdom,07700 900 112,UB8P 3YN,ZZ 59 85 90 T,077032784,0,36.1,1.99,O-,7.7,200.3,bachelor,36
Justin,Faulkner,M,1995-08-12,Monaco,United Kingdom,(07700) 900489,ST6N 8WQ,ZZ 18 32 54 T,089740776,0,75.5,1.97,O+,2.3,277.9,secondary,28
Joanne,Turner,F,2002-05-30,Nicaragua,United Kingdom,+447700 900269,SY7 3GS,ZZ100555T,013973991,0,94.3,1.82,A+,6.1,227.7,masters,2
Maria,Phillips,F,1995-12-21,Iceland,United Kingdom,+44(0)7700 900075,E0E 0RU,ZZ 09 36 04 T,044674324,0,98.7,1.7,A+,1.1,170.8,bachelor,49
Frank,Miah,M,1971-05-31,Russian Federation,United Kingdom,+447700900140,RH3H 7FF,ZZ 74 53 69 T,043115596,0,53.0,1.86,A+,8.9,109.5,bachelor,39
Emma,Stephenson,F,1971-02-27,Tuvalu,United Kingdom,+44(0)7700 900083,G6K 0XH,ZZ915891T,116593980,0,82.0,1.61,A-,5.1,65.6,secondary,47
Howard,Bryant,M,1973-12-10,Dominica,United Kingdom,+44(0)7700900474,FY9A 0UZ,ZZ 68 62 39 T,016172595,0,87.5,1.55,A+,1.9,492.8,secondary,21
Sarah,Davies,F,1959-09-09,Swaziland,United Kingdom,+44(0)7700 900746,NW8E 9ZX,ZZ 883415 T,025723760,0,46.0,1.83,A+,7.0,11.4,bachelor,28
Marc,Cooper,M,1994-09-03,Denmark,United Kingdom,07700 900560,E3T 3NW,ZZ 851741 T,060196064,0,95.3,1.7,A+,1.5,336.3,secondary,31
Wayne,Hughes,M,1982-04-19,Serbia,United Kingdom,07700900799,G2 2ES,ZZ 315645 T,058700585,0,88.6,1.99,O-,7.3,26.3,other,25
Simon,Wright,M,2000-03-07,Antigua and Barbuda,United Kingdom,07700900243,CA4 3TE,ZZ 31 52 46 T,110112503,1,72.1,1.68,A+,4.3,91.6,bachelor,2
Kimberley,Marsh,F,1956-12-14,Palau,United Kingdom,07700 900540,DN1 6PF,ZZ 69 30 91 T,050155248,0,81.5,1.97,A+,1.0,257.8,other,22
Emily,Baker,F,1983-02-16,Greece,United Kingdom,+447700 900764,W5 4TS,ZZ 80 17 58 T,064868644,0,95.3,1.51,O-,6.3,402.8,secondary,26
Gordon,Roberts,M,1996-11-25,Dominica,United Kingdom,+447700 900713,W0U 5NP,ZZ 234520 T,059068653,0,48.3,1.73,A-,0.5,206.1,masters,27
Robert,Hussain,M,1989-09-25,France,United Kingdom,+447700900127,L1 8AZ,ZZ 395597 T,034959208,0,85.3,1.8,A+,5.3,99.3,other,37
Kyle,Miller,M,1998-08-21,Saint Helena,United Kingdom,(07700)900482,CV3H 0ZJ,ZZ347115T,118691990,0,40.1,1.62,O+,0.7,82.7,secondary,32
Gail,Gibbs,F,1959-10-18,Pakistan,United Kingdom,+447700900491,CR6A 9XW,ZZ 971840 T,084438960,0,48.1,1.83,O+,4.9,454.2,bachelor,9
Iain,Jones,M,1995-04-25,Saint Martin,United Kingdom,07700900831,M5 4WS,ZZ209285T,083070552,0,40.2,1.48,O+,2.2,413.0,secondary,25
Henry,Fox,M,1958-07-06,Lebanon,United Kingdom,07700 900638,IP28 4DB,ZZ764422T,071839006,0,84.4,1.44,O+,5.4,259.2,secondary,38
Max,Clarke,M,1989-09-10,Greece,United Kingdom,(07700) 900087,CW2R 1WN,ZZ 664319 T,103470223,0,38.6,1.61,O+,2.2,371.1,secondary,25
Lisa,Lowe,F,1998-09-18,Philippines,United Kingdom,(07700) 900733,PA4A 3FG,ZZ 82 05 34 T,026065155,0,42.7,1.4,O+,1.5,285.8,primary,26
Gerald,Edwards,M,1983-05-27,Oman,United Kingdom,+44(0)7700 900 151,HG4 7LB,ZZ916996T,095794295,0,65.4,1.69,A+,6.8,456.8,bachelor,32
Catherine,Freeman,F,1970-04-14,Chile,United Kingdom,+447700 900634,SW2 2BE,ZZ 185396 T,048764052,0,98.9,1.7,O-,3.6,363.8,other,3
Annette,Scott,F,1973-08-06,Mongolia,United Kingdom,(07700) 900 818,MK41 8QD,ZZ 26 19 86 T,082020639,0,48.4,1.65,A+,7.5,388.7,phD,23
Jenna,Hopkins,F,1980-11-16,Aruba,United Kingdom,+44(0)7700 900131,N42 9BD,ZZ 26 09 92 T,117727438,0,41.1,1.47,O+,4.4,401.4,primary,8
Ross,John,M,1999-04-02,China,United Kingdom,(07700) 900 608,SA2 3LJ,ZZ122429T,068348746,0,89.2,1.71,O-,4.2,33.5,secondary,22
Cheryl,Johnson,F,1976-07-03,Ghana,United Kingdom,+447700900615,S3U 1XY,ZZ895912T,033913520,0,38.8,1.77,A+,4.3,446.2,secondary,12
Max,Hooper,M,1979-08-04,El Salvador,United Kingdom,(07700)900502,W0 4YP,ZZ 20 69 72 T,103073536,0,53.6,1.45,B+,5.7,374.6,other,23
Diana,Burton,F,1956-11-12,Seychelles,United Kingdom,(07700) 900 282,B9 3YL,ZZ 455659 T,054896561,0,65.9,1.92,O+,3.8,44.6,secondary,46
Daniel,Walsh,M,1958-10-16,Belgium,United Kingdom,+44(0)7700900423,SW1 6DZ,ZZ 29 49 54 T,064304807,0,62.7,1.86,A+,1.7,358.0,bachelor,27
Alan,Robertson,M,1995-05-25,South Africa,United Kingdom,07700 900384,E2U 7PL,ZZ671687T,031950417,0,99.2,1.8,O-,7.6,342.1,secondary,6
Keith,Williams,M,1974-12-29,Ecuador,United Kingdom,07700 900 743,S8 8TG,ZZ714962T,086965321,0,64.9,1.63,A+,2.0,68.3,primary,32
Mohamed,Woodward,M,1974-02-11,Vietnam,United Kingdom,+44(0)7700 900717,W90 8BQ,ZZ 29 20 18 T,064240026,0,41.4,1.86,O+,1.2,307.8,bachelor,16
Melanie,Holden,F,1986-08-25,Paraguay,United Kingdom,(07700) 900001,ME4A 3QL,ZZ 72 23 72 T,061752656,0,42.0,1.97,O+,9.5,75.5,masters,22
Megan,Hale,F,1961-04-16,Mauritania,United Kingdom,07700 900 317,TF32 8WY,ZZ 92 93 44 T,015832027,0,44.6,1.42,A+,7.1,5.3,secondary,29
Samantha,Wright,F,1975-09-07,Pitcairn Islands,United Kingdom,+447700900568,SE6 3TQ,ZZ205792T,013871828,0,35.4,1.53,A+,9.8,319.2,primary,4
Roy,Shaw,M,1978-02-12,Samoa,United Kingdom,+44(0)7700900111,OX8M 2EN,ZZ 089291 T,014151259,0,60.9,1.7,O+,8.9,213.9,masters,13
Mohammad,Graham,M,1968-10-08,Iran,United Kingdom,+447700 900 911,SO1A 2SN,ZZ 726243 T,072065264,1,76.5,1.79,O+,0.3,142.9,bachelor,24
Nicola,James,F,1964-03-22,Benin,United Kingdom,(07700) 900 596,BB92 7RE,ZZ 94 49 45 T,036490451,0,43.3,1.94,A+,7.6,4.2,secondary,12
Gail,Evans,F,1996-06-22,Slovenia,United Kingdom,07700 900568,SK5H 1HE,ZZ727352T,108874060,0,37.0,1.87,A+,6.4,202.6,secondary,15
Tina,Power,F,1982-12-07,Pakistan,United Kingdom,(07700) 900132,S7C 8YY,ZZ 029071 T,115135213,0,37.6,1.97,B+,4.9,173.2,bachelor,21
June,Lambert,F,1996-12-24,Israel,United Kingdom,07700 900 852,S91 4EQ,ZZ 26 74 24 T,026076364,0,66.8,1.79,A+,6.3,317.6,secondary,10
Abigail,Moore,F,1958-07-19,Tajikistan,United Kingdom,+447700 900 424,PE6 5WT,ZZ 525261 T,044092427,0,60.2,1.91,O+,0.8,282.7,secondary,33
Russell,Davis,M,1999-09-08,Martinique,United Kingdom,07700900965,L4 9LW,ZZ 30 03 64 T,112492658,0,85.7,2.0,A+,1.8,92.7,bachelor,18
Caroline,Horton,F,1982-01-30,Ethiopia,United Kingdom,+447700900563,EH92 4WX,ZZ 53 43 57 T,105996048,0,84.7,1.69,O+,5.9,265.1,bachelor,28
Zoe,Price,F,1991-08-31,Bangladesh,United Kingdom,+447700 900 487,N5U 9ZY,ZZ491054T,126837335,0,94.8,1.88,O+,9.0,101.3,secondary,45
Gordon,Johnson,M,1973-03-12,Lithuania,United Kingdom,+447700 900 381,EC40 6SP,ZZ 86 85 85 T,107573294,0,41.8,1.49,O+,4.0,211.8,secondary,34
Christopher,Doherty,M,1988-02-23,Indonesia,United Kingdom,(07700) 900411,M45 4AB,ZZ 563722 T,068141273,0,47.5,1.68,A-,8.2,7.6,bachelor,32
Laura,Cooper,F,1987-07-11,Jersey,United Kingdom,(07700)900051,DH94 7TB,ZZ049274T,123420062,0,68.6,1.57,A+,2.4,423.7,other,36
Chelsea,Taylor,F,2001-02-11,Lao People's Democratic Republic,United Kingdom,+44(0)7700900820,PL7W 5DP,ZZ 309954 T,111833904,0,77.2,1.4,A-,3.3,489.0,primary,37
Sam,Rhodes,M,1961-06-12,Falkland Islands (Malvinas),United Kingdom,(07700)900190,E6H 2UH,ZZ836789T,037196686,0,58.5,1.48,A+,6.8,12.3,primary,22
Josh,Barry,M,1962-09-09,Congo,United Kingdom,(07700) 900142,EC3M 8ZF,ZZ 786909 T,047323465,0,58.8,1.46,O+,6.5,322.3,phD,2
Dale,Smith,M,1966-06-28,France,United Kingdom,+44(0)7700 900960,PH2 1RA,ZZ 59 67 29 T,042707439,0,65.3,1.99,A-,3.9,417.9,bachelor,5
Kyle,Gibson,M,1957-05-12,Panama,United Kingdom,07700 900 331,BH9A 4AN,ZZ 62 87 29 T,123452027,0,60.8,1.84,O+,0.0,8.4,masters,10
Georgia,Stevenson,F,1978-11-15,Saint Pierre and Miquelon,United Kingdom,(07700) 900 289,B66 3GH,ZZ 638795 T,070944811,0,97.8,1.91,O+,9.1,38.3,phD,22
Alexander,Hughes,M,1987-02-06,Chad,United Kingdom,07700 900 333,YO4N 3BS,ZZ293049T,041516799,0,42.6,1.45,B+,3.1,440.7,secondary,41
Carl,Lloyd,M,1980-06-30,Greece,United Kingdom,07700 900877,BS2 7PQ,ZZ 256213 T,096256075,0,38.5,1.56,A+,9.6,25.8,secondary,34
Frederick,Jenkins,M,1966-07-24,San Marino,United Kingdom,+44(0)7700 900959,E0U 7XQ,ZZ289393T,103544586,0,50.6,1.83,A-,8.2,369.5,bachelor,7
Dorothy,Johnson,F,1956-05-14,Kenya,United Kingdom,(07700) 900 003,E79 3UU,ZZ 06 21 98 T,081225972,0,51.9,1.76,O+,4.7,320.9,secondary,44
Sandra,Osborne,F,1986-07-02,Netherlands,United Kingdom,07700900124,OL9 8DG,ZZ 39 34 06 T,100631751,0,42.4,1.71,O+,5.2,49.6,secondary,32
Tracey,Wheeler,F,1998-09-15,Wallis and Futuna,United Kingdom,+447700900976,EX05 3UQ,ZZ 404472 T,020137209,1,71.9,1.54,A-,1.1,206.9,masters,21
Victor,Bishop,M,1995-02-25,India,United Kingdom,07700900269,L9D 8AL,ZZ531165T,081087851,0,78.5,1.81,A+,8.1,140.4,bachelor,17
Lynn,Wyatt,F,1968-07-28,Tuvalu,United Kingdom,+44(0)7700900367,E2C 2BF,ZZ883436T,112822079,0,84.5,1.69,O+,9.3,217.7,bachelor,11
Wendy,Hall,F,1980-01-19,Somalia,United Kingdom,07700 900277,E2H 6XY,ZZ 213147 T,060664761,0,79.8,1.95,O-,8.0,269.6,masters,24
Robert,Taylor,M,1977-11-20,Macao,United Kingdom,07700 900545,SR92 5QW,ZZ 474018 T,085163441,0,48.5,1.44,A-,3.4,60.3,phD,34
Trevor,Randall,M,2002-04-24,Christmas Island,United Kingdom,+44(0)7700900517,UB1 9HG,ZZ056639T,111573840,0,45.0,1.71,O+,4.1,298.4,secondary,30
Leon,Phillips,M,1958-06-12,Senegal,United Kingdom,07700900545,GL52 9BS,ZZ 900900 T,116930242,0,50.7,1.94,O+,9.8,27.1,secondary,48
Albert,Russell,M,1981-07-16,Pakistan,United Kingdom,+447700 900738,OL1X 3AY,ZZ 813272 T,127103660,0,72.0,1.48,O+,0.6,269.0,bachelor,12
Sally,Brown,F,1970-10-01,Guinea,United Kingdom,+44(0)7700 900802,OX2 1SQ,ZZ 042058 T,053989518,0,98.6,1.42,A+,9.2,25.3,secondary,28
Kerry,Bird,F,1968-10-04,Serbia,United Kingdom,+447700 900 093,WC6 0DE,ZZ807923T,011296997,0,54.5,1.52,B+,5.0,449.6,masters,36
Samantha,Davies,F,1965-10-25,Germany,United Kingdom,+44(0)7700 900064,W5 5SR,ZZ 532371 T,056190566,0,39.6,1.56,A+,2.3,113.4,secondary,20
Billy,Rose,M,1962-09-03,Tonga,United Kingdom,+447700 900932,NR1 5UJ,ZZ 47 12 18 T,013240488,0,48.2,1.5,A+,9.2,97.2,bachelor,20
Carly,Baker,F,1991-03-28,Tonga,United Kingdom,+447700 900 869,DA93 5ZB,ZZ 67 17 46 T,094697403,0,89.6,1.7,A+,1.8,303.4,secondary,43
Mark,Bell,M,1987-03-05,Guinea-Bissau,United Kingdom,+44(0)7700 900 354,AL4R 3RF,ZZ 21 87 59 T,112606457,0,49.3,1.69,O+,7.8,200.9,secondary,3
Mathew,Hall,M,1975-03-05,San Marino,United Kingdom,07700 900 984,ME09 8JR,ZZ 421918 T,122961991,0,60.4,1.58,A+,9.4,214.6,bachelor,46
Sharon,Gilbert,F,1988-12-31,Saint Vincent and the Grenadines,United Kingdom,07700 900929,E3 8QF,ZZ844414T,091010261,0,86.3,1.86,A-,5.4,212.4,secondary,39
Marian,Sutton,F,1993-04-03,Kuwait,United Kingdom,+447700 900 926,DN8 9JT,ZZ 138979 T,028304487,0,64.6,1.68,A+,2.7,424.5,phD,3
Laura,Fox,F,1966-02-15,Argentina,United Kingdom,+44(0)7700 900 649,BS0 2TF,ZZ 754638 T,033763893,0,94.8,1.55,A+,7.5,37.0,bachelor,34
Hugh,Bell,M,1961-04-08,Angola,United Kingdom,+44(0)7700900839,S1U 2BJ,ZZ 14 17 90 T,027479821,0,93.7,1.88,B-,1.3,446.2,secondary,22
Laura,Rhodes,F,1955-12-24,Iceland,United Kingdom,07700900785,DG5 2QT,ZZ526463T,127886110,0,56.9,1.84,O+,7.6,381.0,masters,9
Judith,Warren,F,1971-12-19,American Samoa,United Kingdom,+44(0)7700 900 358,OX76 9UZ,ZZ610472T,104329962,0,39.0,1.9,A+,0.1,321.7,secondary,5
Louise,Lawrence,F,1964-02-20,Liberia,United Kingdom,+44(0)7700 900352,DN9 0ZE,ZZ140801T,033220307,0,68.8,1.62,A+,3.1,175.2,secondary,36
Kim,Edwards,F,1961-11-08,Japan,United Kingdom,+44(0)7700 900327,G04 6SF,ZZ 88 00 74 T,021817227,0,96.3,1.72,O+,1.4,285.4,secondary,15
Phillip,Foster,M,1986-10-24,Malawi,United Kingdom,+44(0)7700900992,LL0 3EY,ZZ 942340 T,034824731,0,75.1,1.58,A+,2.4,226.4,other,31
Natalie,Mitchell,F,1961-01-20,Colombia,United Kingdom,+44(0)7700 900975,E3K 6AW,ZZ 94 85 29 T,113944927,0,63.8,1.6,AB+,4.8,179.6,other,41
Barbara,Gray,F,1956-08-06,British Indian Ocean Territory (Chagos Archipelago),United Kingdom,+44(0)7700 900 063,CF1 8BL,ZZ508218T,082154534,0,67.3,1.46,O+,3.8,8.5,bachelor,8
Gail,Lewis,F,1956-09-26,Kiribati,United Kingdom,07700 900473,S8 2EQ,ZZ 81 22 57 T,082643061,0,73.1,1.74,A+,4.4,409.5,other,3
Gareth,Daly,M,2001-03-29,Cook Islands,United Kingdom,07700 900850,CF2V 2JJ,ZZ550659T,105834689,0,35.2,1.85,O+,6.7,312.1,bachelor,7
Timothy,Poole,M,1980-02-17,Colombia,United Kingdom,+447700 900 258,TN7A 2DX,ZZ423170T,128149296,0,56.7,1.87,O+,3.1,475.5,bachelor,43
Jodie,Mann,F,2001-07-01,Kazakhstan,United Kingdom,+447700 900 009,BN8X 3PW,ZZ 363695 T,012139956,0,60.9,1.44,A+,5.9,258.6,secondary,36
John,Hope,M,1988-04-26,United States Minor Outlying Islands,United Kingdom,07700 900 318,LU5R 2EL,ZZ 336899 T,112416650,0,96.0,1.74,O+,7.5,223.4,secondary,25
Lindsey,Dawson,F,1998-01-24,United States of America,United Kingdom,07700 900 234,L91 0BH,ZZ 33 29 09 T,104184356,0,92.5,1.42,A+,9.0,466.4,secondary,12
Yvonne,Thompson,F,1975-06-17,Cape Verde,United Kingdom,07700 900863,M7 2WU,ZZ 81 09 85 T,069412082,0,48.4,1.54,A+,8.3,228.2,secondary,20
Antony,North,M,1988-06-29,Norway,United Kingdom,07700900736,L93 9QJ,ZZ 801655 T,073293734,0,88.5,1.84,B+,7.0,169.4,other,26
Clifford,Harding,M,1973-05-31,Austria,United Kingdom,+447700 900 271,KY25 4PR,ZZ 749318 T,038942062,0,58.4,1.42,A+,9.8,129.8,bachelor,9
Samuel,Bibi,M,1976-06-03,Monaco,United Kingdom,+447700900746,BT55 4PX,ZZ 04 27 86 T,110372657,0,35.9,1.69,AB+,2.8,334.9,masters,47
Francis,Rogers,M,1978-08-28,China,United Kingdom,+44(0)7700 900 491,L0 4HH,ZZ 333604 T,097443201,0,40.3,1.59,O+,3.7,28.3,bachelor,29
Jake,Taylor,M,1981-07-21,Saint Lucia,United Kingdom,+44(0)7700900874,HR4 0FP,ZZ 162507 T,030691528,0,75.8,1.95,B+,3.9,180.6,secondary,42
Kyle,Johnson,M,1997-06-30,Madagascar,United Kingdom,07700 900945,E6 7GF,ZZ 512583 T,121826642,0,85.8,1.42,B+,4.0,36.4,masters,21
Tom,Williams,M,1980-01-20,Vietnam,United Kingdom,07700 900453,M14 4RY,ZZ 383855 T,029853982,0,63.8,1.62,O+,3.6,376.8,masters,38
Hollie,Talbot,F,1975-04-23,Cameroon,United Kingdom,+447700 900 532,BB3 9FE,ZZ 40 48 35 T,062851954,0,88.3,1.56,O-,4.0,265.1,secondary,4
Matthew,Parsons,M,1998-12-28,Mauritania,United Kingdom,+44(0)7700 900690,L9 7NU,ZZ 03 10 76 T,075825207,0,85.1,1.86,A-,6.1,75.0,masters,32
Michael,Williams,M,1996-04-28,Djibouti,United Kingdom,07700 900 947,SR23 9EW,ZZ530358T,080112442,0,81.2,1.65,A-,2.0,87.4,secondary,20
Hugh,Smith,M,1974-09-09,Mauritania,United Kingdom,+447700 900 394,UB37 5XD,ZZ 322305 T,074271137,0,43.7,1.88,B+,1.8,80.7,masters,29
Hazel,Gibbons,F,1978-02-17,Qatar,United Kingdom,07700 900243,DL6Y 4RH,ZZ195739T,125071985,0,83.4,1.73,A+,0.7,133.9,other,6
Dorothy,Phillips,F,1974-03-21,Bhutan,United Kingdom,07700 900 865,IG1 5BH,ZZ490400T,021216080,0,40.0,1.51,O+,0.1,463.1,secondary,5
Kieran,Jones,M,1980-05-26,Estonia,United Kingdom,+447700 900 572,B25 7NA,ZZ 496157 T,023002072,0,96.2,1.69,O+,4.4,268.2,secondary,35
Lindsey,O'Sullivan,F,1967-07-29,Bangladesh,United Kingdom,+44(0)7700900280,SO4 5FB,ZZ 936099 T,104771769,0,90.9,1.8,B+,8.4,292.2,secondary,41
